stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1300,51245,"S Grimmer Blvd & Ishi Dr", ,37.506614,-121.923805,E,https://www.actransit.org/stop/51245, , , ,0
1301,58534,"S Grimmer Blvd & Ishi Dr", ,37.506464,-121.923619,E,https://www.actransit.org/stop/58534, , , ,0
1302,58645,"S Grimmer Blvd & Parkmeadow Dr", ,37.506778,-121.932463,E,https://www.actransit.org/stop/58645, , , ,0
1303,52296,"S Grimmer Blvd & Parkmeadow Dr", ,37.506854,-121.932788,E,https://www.actransit.org/stop/52296, , , ,0
1304,51250,"S Grimmer Blvd & Paseo Padre Pkwy", ,37.507438,-121.928793,E,https://www.actransit.org/stop/51250, , , ,0
1305,51560,"S Grimmer Blvd & Paseo Padre Pkwy", ,37.507219,-121.927786,E,https://www.actransit.org/stop/51560, , , ,0
1306,52350,"S Grimmer Blvd & Technology Dr", ,37.505050,-121.958626,E,https://www.actransit.org/stop/52350, , , ,0
1307,51280,"4445 Stevenson Blvd", ,37.535377,-121.977697,E,https://www.actransit.org/stop/51280, , , ,0
1308,56639,"Stevenson Blvd & Besco Dr", ,37.533597,-121.979270,E,https://www.actransit.org/stop/56639, , , ,0
1309,53151,"Stevenson Blvd & Blacow Rd", ,37.527843,-121.983636,E,https://www.actransit.org/stop/53151, , , ,0
1310,53350,"Stevenson Blvd & Blacow Rd", ,37.528948,-121.982357,E,https://www.actransit.org/stop/53350, , , ,0
1311,53305,"Stevenson Blvd & Cedar Blvd", ,37.519184,-121.990352,E,https://www.actransit.org/stop/53305, , , ,0
1312,52766,"Stevenson Blvd & Cedar Blvd", ,37.519066,-121.990881,E,https://www.actransit.org/stop/52766, , , ,0
1313,56691,"Stevenson Blvd & Davis St", ,37.536716,-121.976611,E,https://www.actransit.org/stop/56691, , , ,0
1314,56692,"Stevenson Blvd & Farwell Dr", ,37.525427,-121.985613,E,https://www.actransit.org/stop/56692, , , ,0
1315,57759,"Stevenson Blvd & Fremont Blvd", ,37.539634,-121.973682,E,https://www.actransit.org/stop/57759, , , ,0
1316,56552,"Stevenson Blvd & Fremont Blvd", ,37.539208,-121.974490,E,https://www.actransit.org/stop/56552, , , ,0
1317,51787,"Stevenson Blvd & Fremont Main Library", ,37.550775,-121.972037,E,https://www.actransit.org/stop/51787, , , ,0
1318,57916,"Stevenson Blvd & Gallaudet Dr", ,37.557188,-121.962284,E,https://www.actransit.org/stop/57916, , , ,0
1320,57931,"Stevenson Blvd & Guardino Dr", ,37.554889,-121.965724,E,https://www.actransit.org/stop/57931, , , ,0
1321,50202,"Stevenson Blvd & Leslie St", ,37.543715,-121.973138,E,https://www.actransit.org/stop/50202, , , ,0
1323,52560,"Stevenson Blvd & Liberty St", ,37.546767,-121.972168,E,https://www.actransit.org/stop/52560, , , ,0
1324,56515,"Stevenson Blvd & Omar St", ,37.526358,-121.984492,E,https://www.actransit.org/stop/56515, , , ,0
1326,55108,"Stevenson Blvd & Stevenson Com", ,37.543864,-121.972782,E,https://www.actransit.org/stop/55108, , , ,0
1327,53622,"Stevenson Blvd & Sundale Dr", ,37.529517,-121.982284,E,https://www.actransit.org/stop/53622, , , ,0
1328,55307,"Thornton Av & Allen Ct", ,37.559732,-122.012627,E,https://www.actransit.org/stop/55307, , , ,0
